Resume_ID,Job Role,Skills,Experience (Years),Education,Recruiter Decision,AI Score (0-100),sentiment_score,sentiment_label
557,Cybersecurity Analyst,"Ethical Hacking, Networking, Cybersecurity",10,MBA,Hire,100.0,0.38636000000000004,positive
558,Data Scientist,"Machine Learning, Deep Learning, Python",7,B.Tech,Hire,95.0,0.0,neutral
559,Cybersecurity Analyst,"Cybersecurity, Linux, Networking, Ethical Hacking",0,MBA,Hire,70.0,0.38636000000000004,positive
560,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking",1,PhD,Reject,55.0,0.38636000000000004,positive
561,AI Researcher,"NLP, Python",5,B.Tech,Hire,85.0,0.0,neutral
562,AI Researcher,"TensorFlow, Python",10,PhD,Hire,100.0,0.0,neutral
563,AI Researcher,"NLP, Pytorch, Python",0,MBA,Reject,15.0,0.0,neutral
564,Software Engineer,"React, Java, C++",6,B.Sc,Hire,100.0,0.0,neutral
565,Cybersecurity Analyst,"Networking, Linux",10,PhD,Hire,100.0,0.0,neutral
566,Data Scientist,"SQL, Deep Learning",5,B.Sc,Hire,95.0,0.0,neutral
567,Software Engineer,"C++, Java, React, SQL",9,MBA,Hire,100.0,0.0,neutral
568,Software Engineer,"React, Java",3,M.Tech,Hire,95.0,0.0,neutral
569,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking",8,PhD,Hire,100.0,0.38636000000000004,positive
570,Software Engineer,"C++, SQL",2,M.Tech,Reject,60.0,0.0,neutral
571,AI Researcher,"TensorFlow, Python, NLP, Pytorch",9,MBA,Hire,100.0,0.0,neutral
572,Data Scientist,"Machine Learning, Python, Deep Learning",7,B.Tech,Hire,100.0,0.0,neutral
573,Software Engineer,"C++, React",4,B.Sc,Hire,100.0,0.0,neutral
574,AI Researcher,"Python, TensorFlow, Pytorch",1,B.Sc,Hire,70.0,0.0,neutral
575,Cybersecurity Analyst,"Ethical Hacking, Networking",6,M.Tech,Hire,100.0,0.38636000000000004,positive
576,Data Scientist,"Python, Machine Learning",5,B.Sc,Hire,65.0,0.0,neutral
577,Software Engineer,"React, Java, SQL, C++",8,B.Sc,Hire,100.0,0.0,neutral
578,Software Engineer,"React, C++, Java",8,MBA,Hire,100.0,0.0,neutral
579,Software Engineer,"SQL, Java, React, C++",3,M.Tech,Hire,100.0,0.0,neutral
580,Data Scientist,"Deep Learning, SQL",1,B.Tech,Reject,50.0,0.0,neutral
581,Data Scientist,"Python, Machine Learning, SQL",0,B.Tech,Reject,45.0,0.0,neutral
582,Software Engineer,"React, Java",5,B.Sc,Hire,100.0,0.0,neutral
583,Software Engineer,"C++, Java",5,PhD,Hire,100.0,0.0,neutral
584,AI Researcher,"TensorFlow, Python",5,B.Sc,Hire,90.0,0.0,neutral
585,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity, Linux",6,MBA,Hire,90.0,0.38636000000000004,positive
586,AI Researcher,"TensorFlow, Python",1,M.Tech,Reject,50.0,0.0,neutral
587,Data Scientist,"Python, SQL, Machine Learning",9,MBA,Hire,100.0,0.0,neutral
588,Cybersecurity Analyst,"Linux, Networking, Ethical Hacking",3,B.Tech,Hire,70.0,0.38636000000000004,positive
589,Software Engineer,"C++, React",10,M.Tech,Hire,100.0,0.0,neutral
590,Cybersecurity Analyst,"Linux, Ethical Hacking",3,M.Tech,Reject,60.0,0.38636000000000004,positive
591,Software Engineer,"SQL, React, Java",2,MBA,Reject,50.0,0.0,neutral
592,Data Scientist,"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,Hire,100.0,0.0,neutral
593,Data Scientist,"Deep Learning, SQL, Machine Learning, Python",3,PhD,Hire,65.0,0.0,neutral
594,AI Researcher,"Pytorch, TensorFlow, NLP",6,MBA,Hire,100.0,0.0,neutral
595,AI Researcher,"Pytorch, Python, TensorFlow",7,B.Sc,Hire,100.0,0.0,neutral
596,AI Researcher,"Pytorch, NLP, Python",10,M.Tech,Hire,100.0,0.0,neutral
597,Data Scientist,"Python, Machine Learning",8,B.Tech,Hire,100.0,0.0,neutral
598,Data Scientist,"Machine Learning, Python, Deep Learning",3,M.Tech,Hire,80.0,0.0,neutral
599,AI Researcher,"NLP, Python, TensorFlow",7,B.Sc,Hire,100.0,0.0,neutral
600,AI Researcher,"NLP, Pytorch, TensorFlow",7,B.Tech,Hire,100.0,0.0,neutral
601,Software Engineer,"C++, React, SQL, Java",9,B.Tech,Hire,100.0,0.0,neutral
602,AI Researcher,"NLP, TensorFlow, Pytorch, Python",0,B.Sc,Reject,35.0,0.0,neutral
603,Software Engineer,"SQL, Java",5,B.Sc,Hire,70.0,0.0,neutral
604,Software Engineer,"React, SQL",10,MBA,Hire,100.0,0.0,neutral
605,Data Scientist,"Python, Deep Learning, Machine Learning",5,M.Tech,Hire,100.0,0.0,neutral
606,Cybersecurity Analyst,"Cybersecurity, Networking, Ethical Hacking, Linux",5,B.Tech,Hire,95.0,0.38636000000000004,positive
607,AI Researcher,"Pytorch, TensorFlow, NLP",4,B.Tech,Hire,70.0,0.0,neutral
608,Software Engineer,"C++, React, SQL, Java",5,M.Tech,Hire,100.0,0.0,neutral
609,AI Researcher,"NLP, TensorFlow, Python, Pytorch",8,MBA,Hire,100.0,0.0,neutral
610,Cybersecurity Analyst,"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,Hire,100.0,0.38636000000000004,positive
611,Software Engineer,"Java, React, C++, SQL",5,MBA,Hire,85.0,0.0,neutral
612,Software Engineer,"Java, SQL",3,PhD,Hire,100.0,0.0,neutral
613,AI Researcher,"NLP, Pytorch",8,B.Sc,Hire,100.0,0.0,neutral
614,Software Engineer,"Java, C++, SQL, React",7,B.Sc,Hire,100.0,0.0,neutral
615,AI Researcher,"Pytorch, Python, TensorFlow",4,MBA,Hire,65.0,0.0,neutral
616,Cybersecurity Analyst,"Networking, Ethical Hacking, Linux",3,M.Tech,Hire,85.0,0.38636000000000004,positive
617,AI Researcher,"TensorFlow, Python, Pytorch, NLP",2,B.Sc,Hire,70.0,0.0,neutral
618,Software Engineer,"SQL, React, C++, Java",8,M.Tech,Hire,100.0,0.0,neutral
619,AI Researcher,"TensorFlow, NLP, Python, Pytorch",6,M.Tech,Hire,100.0,0.0,neutral
620,Data Scientist,"Deep Learning, SQL, Machine Learning",6,MBA,Hire,100.0,0.0,neutral
621,AI Researcher,"TensorFlow, NLP, Python, Pytorch",4,M.Tech,Hire,100.0,0.0,neutral
622,AI Researcher,"Python, TensorFlow, NLP",10,M.Tech,Hire,100.0,0.0,neutral
623,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking, Linux",2,B.Sc,Hire,65.0,0.38636000000000004,positive
624,AI Researcher,"Pytorch, NLP",5,M.Tech,Hire,90.0,0.0,neutral
625,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Linux, Networking",5,B.Tech,Hire,100.0,0.38636000000000004,positive
626,Data Scientist,"Python, Deep Learning, SQL",4,MBA,Hire,95.0,0.0,neutral
627,Software Engineer,"SQL, C++",0,B.Tech,Reject,45.0,0.0,neutral
628,AI Researcher,"Python, TensorFlow, Pytorch",0,M.Tech,Reject,20.0,0.0,neutral
629,Data Scientist,"SQL, Deep Learning",3,B.Tech,Hire,75.0,0.0,neutral
630,AI Researcher,"TensorFlow, NLP, Python, Pytorch",3,B.Sc,Hire,90.0,0.0,neutral
631,Cybersecurity Analyst,"Cybersecurity, Networking",4,PhD,Reject,60.0,0.0,neutral
632,Cybersecurity Analyst,"Linux, Ethical Hacking, Cybersecurity",8,PhD,Hire,100.0,0.38636000000000004,positive
633,Cybersecurity Analyst,"Ethical Hacking, Networking, Linux, Cybersecurity",1,B.Sc,Hire,85.0,0.38636000000000004,positive
634,AI Researcher,"TensorFlow, Pytorch, Python, NLP",10,B.Tech,Hire,100.0,0.0,neutral
635,Software Engineer,"C++, React",7,PhD,Hire,85.0,0.0,neutral
636,Software Engineer,"React, SQL, Java",0,B.Tech,Reject,40.0,0.0,neutral
637,AI Researcher,"Pytorch, TensorFlow, Python",6,B.Tech,Hire,100.0,0.0,neutral
638,AI Researcher,"TensorFlow, NLP, Pytorch",3,B.Sc,Hire,100.0,0.0,neutral
639,AI Researcher,"TensorFlow, NLP",7,M.Tech,Hire,100.0,0.0,neutral
640,Data Scientist,"SQL, Machine Learning",5,B.Sc,Hire,100.0,0.0,neutral
641,Cybersecurity Analyst,"Ethical Hacking, Linux, Networking, Cybersecurity",3,PhD,Hire,70.0,0.38636000000000004,positive
642,Cybersecurity Analyst,"Networking, Cybersecurity",1,PhD,Hire,65.0,0.0,neutral
643,Cybersecurity Analyst,"Ethical Hacking, Networking",7,B.Tech,Hire,100.0,0.38636000000000004,positive
644,Cybersecurity Analyst,"Networking, Ethical Hacking",3,B.Sc,Reject,50.0,0.38636000000000004,positive
645,Cybersecurity Analyst,"Cybersecurity, Networking, Ethical Hacking, Linux",9,PhD,Hire,100.0,0.38636000000000004,positive
646,AI Researcher,"NLP, TensorFlow, Pytorch",3,M.Tech,Hire,95.0,0.0,neutral
647,Software Engineer,"SQL, Java",0,B.Sc,Reject,50.0,0.0,neutral
648,AI Researcher,"Pytorch, Python, TensorFlow",0,PhD,Reject,55.0,0.0,neutral
649,Data Scientist,"Machine Learning, Python",3,B.Tech,Reject,60.0,0.0,neutral
650,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking",10,M.Tech,Hire,100.0,0.38636000000000004,positive
651,AI Researcher,"Python, Pytorch, NLP, TensorFlow",4,PhD,Hire,100.0,0.0,neutral
652,AI Researcher,"Pytorch, TensorFlow",3,B.Tech,Hire,95.0,0.0,neutral
653,Software Engineer,"SQL, Java",1,M.Tech,Reject,20.0,0.0,neutral
654,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,Hire,90.0,0.38636000000000004,positive
655,Cybersecurity Analyst,"Ethical Hacking, Networking",9,B.Sc,Hire,100.0,0.38636000000000004,positive
656,Software Engineer,"C++, SQL, React, Java",6,PhD,Hire,100.0,0.0,neutral
657,Data Scientist,"Deep Learning, Machine Learning, Python, SQL",10,PhD,Hire,100.0,0.0,neutral
658,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking, Cybersecurity",0,MBA,Reject,30.0,0.38636000000000004,positive
659,AI Researcher,"NLP, TensorFlow, Python",3,B.Tech,Hire,100.0,0.0,neutral
660,AI Researcher,"Pytorch, NLP, Python",2,B.Tech,Reject,60.0,0.0,neutral
661,Software Engineer,"Java, SQL",8,M.Tech,Hire,100.0,0.0,neutral
662,Cybersecurity Analyst,"Linux, Cybersecurity",2,PhD,Hire,65.0,0.0,neutral
663,Data Scientist,"Deep Learning, Python, SQL, Machine Learning",0,PhD,Reject,30.0,0.0,neutral
664,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking",6,M.Tech,Hire,100.0,0.38636000000000004,positive
665,AI Researcher,"Python, NLP, Pytorch, TensorFlow",8,B.Tech,Hire,100.0,0.0,neutral
666,Software Engineer,"C++, Java, SQL, React",10,PhD,Hire,100.0,0.0,neutral
667,Software Engineer,"React, Java",3,B.Sc,Reject,40.0,0.0,neutral
668,AI Researcher,"Python, Pytorch",5,MBA,Hire,100.0,0.0,neutral
669,AI Researcher,"Python, Pytorch, NLP, TensorFlow",3,PhD,Hire,100.0,0.0,neutral
670,Data Scientist,"Deep Learning, Python, SQL",2,PhD,Reject,60.0,0.0,neutral
671,AI Researcher,"Python, NLP, Pytorch, TensorFlow",0,B.Sc,Reject,45.0,0.0,neutral
672,AI Researcher,"Python, TensorFlow, NLP, Pytorch",5,M.Tech,Hire,100.0,0.0,neutral
673,Software Engineer,"C++, React",9,MBA,Hire,100.0,0.0,neutral
674,Cybersecurity Analyst,"Ethical Hacking, Linux, Networking, Cybersecurity",0,B.Tech,Reject,55.0,0.38636000000000004,positive
675,Data Scientist,"SQL, Python",10,PhD,Hire,100.0,0.0,neutral
676,Cybersecurity Analyst,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,Hire,70.0,0.38636000000000004,positive
677,Data Scientist,"SQL, Machine Learning, Deep Learning",4,B.Sc,Reject,60.0,0.0,neutral
678,Software Engineer,"SQL, Java, React, C++",5,M.Tech,Hire,100.0,0.0,neutral
679,Software Engineer,"React, SQL, C++",6,M.Tech,Hire,100.0,0.0,neutral
680,Data Scientist,"Machine Learning, Python, Deep Learning, SQL",8,B.Sc,Hire,100.0,0.0,neutral
681,Cybersecurity Analyst,"Networking, Ethical Hacking",2,PhD,Hire,75.0,0.38636000000000004,positive
682,AI Researcher,"Python, TensorFlow, Pytorch, NLP",3,PhD,Hire,90.0,0.0,neutral
683,Cybersecurity Analyst,"Linux, Cybersecurity",0,MBA,Reject,60.0,0.0,neutral
684,Software Engineer,"Java, C++",3,PhD,Hire,85.0,0.0,neutral
685,Software Engineer,"React, Java",5,MBA,Hire,95.0,0.0,neutral
686,AI Researcher,"TensorFlow, NLP",2,MBA,Hire,80.0,0.0,neutral
687,Software Engineer,"SQL, Java, C++, React",6,B.Sc,Hire,100.0,0.0,neutral
688,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking",7,B.Tech,Hire,100.0,0.38636000000000004,positive
689,AI Researcher,"Pytorch, TensorFlow, Python, NLP",4,B.Sc,Hire,95.0,0.0,neutral
690,AI Researcher,"Python, TensorFlow",3,B.Sc,Hire,65.0,0.0,neutral
691,Software Engineer,"C++, Java",4,MBA,Hire,70.0,0.0,neutral
692,AI Researcher,"NLP, Python, TensorFlow",7,MBA,Hire,100.0,0.0,neutral
693,Cybersecurity Analyst,"Cybersecurity, Linux",7,B.Tech,Hire,100.0,0.0,neutral
694,Cybersecurity Analyst,"Ethical Hacking, Linux, Networking, Cybersecurity",6,B.Sc,Hire,100.0,0.38636000000000004,positive
695,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking",2,MBA,Hire,75.0,0.38636000000000004,positive
696,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking, Networking",3,MBA,Hire,100.0,0.38636000000000004,positive
697,Data Scientist,"Machine Learning, Python, Deep Learning",2,M.Tech,Reject,55.0,0.0,neutral
698,Cybersecurity Analyst,"Linux, Ethical Hacking",4,B.Tech,Hire,85.0,0.38636000000000004,positive
699,Cybersecurity Analyst,"Cybersecurity, Networking, Linux",8,M.Tech,Hire,100.0,0.0,neutral
700,Software Engineer,"Java, SQL",2,M.Tech,Hire,90.0,0.0,neutral
701,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,Hire,70.0,0.38636000000000004,positive
702,Software Engineer,"React, SQL",8,B.Sc,Hire,100.0,0.0,neutral
703,Software Engineer,"SQL, Java, C++",9,B.Tech,Hire,100.0,0.0,neutral
704,AI Researcher,"Pytorch, TensorFlow",9,B.Sc,Hire,100.0,0.0,neutral
705,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking, Linux",7,B.Tech,Hire,100.0,0.38636000000000004,positive
706,AI Researcher,"Pytorch, TensorFlow, NLP",4,M.Tech,Hire,100.0,0.0,neutral
707,Software Engineer,"Java, SQL, React",3,MBA,Hire,95.0,0.0,neutral
708,Data Scientist,"Machine Learning, Python, SQL",2,PhD,Hire,70.0,0.0,neutral
709,AI Researcher,"NLP, TensorFlow",2,B.Sc,Hire,90.0,0.0,neutral
710,Cybersecurity Analyst,"Networking, Cybersecurity",3,PhD,Reject,60.0,0.0,neutral
711,AI Researcher,"Python, TensorFlow, NLP, Pytorch",4,B.Sc,Hire,90.0,0.0,neutral
712,Software Engineer,"C++, SQL, Java",6,PhD,Hire,100.0,0.0,neutral
713,AI Researcher,"Python, TensorFlow",0,MBA,Reject,25.0,0.0,neutral
714,AI Researcher,"NLP, TensorFlow, Python, Pytorch",1,MBA,Reject,50.0,0.0,neutral
715,Software Engineer,"C++, SQL, Java",0,M.Tech,Reject,25.0,0.0,neutral
716,AI Researcher,"Python, TensorFlow",6,B.Sc,Hire,90.0,0.0,neutral
717,Software Engineer,"C++, SQL, React, Java",8,PhD,Hire,100.0,0.0,neutral
718,Cybersecurity Analyst,"Networking, Ethical Hacking, Linux, Cybersecurity",4,PhD,Hire,70.0,0.38636000000000004,positive
719,Data Scientist,"SQL, Machine Learning",4,MBA,Hire,85.0,0.0,neutral
720,AI Researcher,"Pytorch, TensorFlow, Python, NLP",4,M.Tech,Hire,85.0,0.0,neutral
721,Data Scientist,"SQL, Deep Learning",4,PhD,Hire,90.0,0.0,neutral
722,Cybersecurity Analyst,"Cybersecurity, Networking",3,PhD,Hire,85.0,0.0,neutral
723,Data Scientist,"Python, Machine Learning",8,B.Tech,Hire,100.0,0.0,neutral
724,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity",9,MBA,Hire,100.0,0.38636000000000004,positive
725,Software Engineer,"C++, Java, SQL, React",2,M.Tech,Reject,50.0,0.0,neutral
726,Data Scientist,"Python, Deep Learning, Machine Learning",8,B.Tech,Hire,100.0,0.0,neutral
727,Data Scientist,"Machine Learning, Python, SQL",10,B.Sc,Hire,100.0,0.0,neutral
728,Data Scientist,"SQL, Machine Learning, Deep Learning",3,PhD,Reject,55.0,0.0,neutral
729,AI Researcher,"Pytorch, Python, NLP",2,B.Tech,Reject,55.0,0.0,neutral
730,Software Engineer,"React, C++",7,M.Tech,Hire,100.0,0.0,neutral
731,Cybersecurity Analyst,"Linux, Networking, Cybersecurity",3,M.Tech,Reject,60.0,0.0,neutral
732,Cybersecurity Analyst,"Networking, Linux",2,B.Sc,Reject,50.0,0.0,neutral
733,Data Scientist,"SQL, Machine Learning, Deep Learning, Python",5,PhD,Hire,100.0,0.0,neutral
734,Software Engineer,"C++, Java, React",5,MBA,Hire,100.0,0.0,neutral
735,Cybersecurity Analyst,"Networking, Ethical Hacking",1,PhD,Hire,70.0,0.38636000000000004,positive
736,Software Engineer,"React, Java, C++",5,B.Tech,Hire,75.0,0.0,neutral
737,Cybersecurity Analyst,"Ethical Hacking, Linux, Networking",3,M.Tech,Reject,60.0,0.38636000000000004,positive
738,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking",6,MBA,Hire,100.0,0.38636000000000004,positive
739,Cybersecurity Analyst,"Ethical Hacking, Linux, Networking",5,B.Tech,Hire,100.0,0.38636000000000004,positive
740,Data Scientist,"Deep Learning, SQL, Machine Learning",6,PhD,Hire,85.0,0.0,neutral
741,AI Researcher,"Pytorch, Python, TensorFlow",5,MBA,Hire,100.0,0.0,neutral
742,AI Researcher,"TensorFlow, Pytorch, Python, NLP",7,B.Sc,Hire,100.0,0.0,neutral
743,Software Engineer,"React, SQL, C++, Java",0,B.Sc,Reject,40.0,0.0,neutral
744,Data Scientist,"Deep Learning, SQL, Python, Machine Learning",5,M.Tech,Hire,85.0,0.0,neutral
745,AI Researcher,"Pytorch, NLP, TensorFlow",7,B.Sc,Hire,100.0,0.0,neutral
746,Software Engineer,"Java, C++, React",0,PhD,Reject,35.0,0.0,neutral
747,AI Researcher,"NLP, TensorFlow",6,B.Tech,Hire,100.0,0.0,neutral
748,AI Researcher,"NLP, Pytorch, Python",2,B.Sc,Hire,95.0,0.0,neutral
749,AI Researcher,"NLP, Pytorch, TensorFlow",2,PhD,Reject,60.0,0.0,neutral
750,Software Engineer,"C++, React, Java, SQL",1,M.Tech,Reject,45.0,0.0,neutral
751,Cybersecurity Analyst,"Cybersecurity, Networking, Linux",8,PhD,Hire,100.0,0.0,neutral
752,Data Scientist,"Deep Learning, Python, SQL",4,B.Tech,Hire,70.0,0.0,neutral
753,Software Engineer,"React, C++, SQL, Java",9,PhD,Hire,100.0,0.0,neutral
754,Data Scientist,"Machine Learning, Python, Deep Learning",0,B.Tech,Reject,30.0,0.0,neutral
755,AI Researcher,"Python, Pytorch, TensorFlow",9,MBA,Hire,100.0,0.0,neutral
756,Software Engineer,"C++, Java",5,B.Tech,Hire,70.0,0.0,neutral
757,AI Researcher,"Python, Pytorch, TensorFlow, NLP",6,PhD,Hire,100.0,0.0,neutral
758,AI Researcher,"Pytorch, Python, TensorFlow",0,B.Tech,Reject,35.0,0.0,neutral
759,AI Researcher,"NLP, TensorFlow, Pytorch, Python",6,B.Tech,Hire,90.0,0.0,neutral
760,Data Scientist,"Deep Learning, SQL",1,MBA,Reject,60.0,0.0,neutral
761,Cybersecurity Analyst,"Ethical Hacking, Linux, Cybersecurity, Networking",6,B.Sc,Hire,100.0,0.38636000000000004,positive
762,Data Scientist,"Machine Learning, Deep Learning, SQL",6,M.Tech,Hire,100.0,0.0,neutral
763,Software Engineer,"SQL, Java, React",2,B.Tech,Reject,55.0,0.0,neutral
764,Data Scientist,"SQL, Deep Learning",6,B.Tech,Hire,85.0,0.0,neutral
765,Data Scientist,"SQL, Deep Learning, Python",0,B.Tech,Reject,50.0,0.0,neutral
766,AI Researcher,"Python, TensorFlow, NLP",1,MBA,Hire,75.0,0.0,neutral
767,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity",0,MBA,Reject,40.0,0.38636000000000004,positive
768,Software Engineer,"React, SQL, Java, C++",5,B.Sc,Hire,100.0,0.0,neutral
769,Data Scientist,"Python, Deep Learning, SQL, Machine Learning",9,MBA,Hire,100.0,0.0,neutral
770,Data Scientist,"SQL, Python",8,MBA,Hire,100.0,0.0,neutral
771,Cybersecurity Analyst,"Networking, Linux, Cybersecurity, Ethical Hacking",6,PhD,Hire,100.0,0.38636000000000004,positive
772,AI Researcher,"TensorFlow, Pytorch, Python",9,PhD,Hire,100.0,0.0,neutral
773,Data Scientist,"SQL, Machine Learning",1,PhD,Reject,50.0,0.0,neutral
774,AI Researcher,"Python, Pytorch, TensorFlow",0,MBA,Reject,55.0,0.0,neutral
775,Data Scientist,"Machine Learning, Deep Learning, Python, SQL",4,B.Sc,Hire,100.0,0.0,neutral
776,AI Researcher,"TensorFlow, Python, Pytorch, NLP",2,PhD,Hire,65.0,0.0,neutral
777,Data Scientist,"Python, SQL, Deep Learning, Machine Learning",10,M.Tech,Hire,100.0,0.0,neutral
778,Software Engineer,"SQL, C++, Java",6,B.Sc,Hire,95.0,0.0,neutral
779,Data Scientist,"Deep Learning, Machine Learning, Python",10,B.Tech,Hire,100.0,0.0,neutral
780,Software Engineer,"Java, React, C++",10,M.Tech,Hire,100.0,0.0,neutral
781,AI Researcher,"Python, NLP, Pytorch, TensorFlow",6,PhD,Hire,100.0,0.0,neutral
782,Data Scientist,"Python, SQL",0,B.Tech,Hire,70.0,0.0,neutral
783,Software Engineer,"SQL, C++",7,M.Tech,Hire,100.0,0.0,neutral
784,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity",5,PhD,Hire,95.0,0.38636000000000004,positive
785,Cybersecurity Analyst,"Linux, Ethical Hacking",5,B.Tech,Hire,100.0,0.38636000000000004,positive
786,AI Researcher,"Python, Pytorch, TensorFlow, NLP",9,M.Tech,Hire,100.0,0.0,neutral
787,Data Scientist,"Python, Deep Learning",9,B.Tech,Hire,100.0,0.0,neutral
788,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking, Cybersecurity",7,PhD,Hire,100.0,0.38636000000000004,positive
789,AI Researcher,"TensorFlow, NLP",3,B.Tech,Hire,100.0,0.0,neutral
790,Cybersecurity Analyst,"Linux, Cybersecurity",9,B.Sc,Hire,100.0,0.0,neutral
791,Software Engineer,"Java, C++, SQL",10,MBA,Hire,100.0,0.0,neutral
792,Data Scientist,"Deep Learning, Machine Learning, SQL, Python",1,PhD,Hire,70.0,0.0,neutral
793,Data Scientist,"SQL, Deep Learning, Python, Machine Learning",6,MBA,Hire,100.0,0.0,neutral
794,Data Scientist,"SQL, Deep Learning, Python, Machine Learning",7,M.Tech,Hire,100.0,0.0,neutral
795,AI Researcher,"TensorFlow, Python, NLP, Pytorch",10,B.Sc,Hire,100.0,0.0,neutral
796,Software Engineer,"React, Java, C++, SQL",3,PhD,Hire,70.0,0.0,neutral
797,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking",7,PhD,Hire,85.0,0.38636000000000004,positive
798,Cybersecurity Analyst,"Ethical Hacking, Networking, Cybersecurity",1,M.Tech,Hire,70.0,0.38636000000000004,positive
799,Software Engineer,"SQL, Java, C++",4,B.Tech,Hire,100.0,0.0,neutral
800,Data Scientist,"Machine Learning, SQL, Python, Deep Learning",7,B.Tech,Hire,100.0,0.0,neutral
801,AI Researcher,"TensorFlow, NLP, Pytorch, Python",8,M.Tech,Hire,100.0,0.0,neutral
802,Cybersecurity Analyst,"Networking, Ethical Hacking",6,B.Sc,Hire,100.0,0.38636000000000004,positive
803,Data Scientist,"Deep Learning, Python, SQL, Machine Learning",8,MBA,Hire,100.0,0.0,neutral
804,Software Engineer,"SQL, C++",1,B.Tech,Hire,80.0,0.0,neutral
805,Software Engineer,"SQL, C++, Java, React",4,MBA,Hire,75.0,0.0,neutral
806,AI Researcher,"TensorFlow, Python, NLP, Pytorch",9,M.Tech,Hire,100.0,0.0,neutral
807,Data Scientist,"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,Hire,100.0,0.0,neutral
808,Data Scientist,"Python, Machine Learning, Deep Learning",9,M.Tech,Hire,100.0,0.0,neutral
809,Data Scientist,"SQL, Machine Learning, Python, Deep Learning",6,B.Tech,Hire,100.0,0.0,neutral
810,Cybersecurity Analyst,"Linux, Ethical Hacking",8,MBA,Hire,100.0,0.38636000000000004,positive
811,Data Scientist,"Deep Learning, SQL, Machine Learning, Python",3,B.Sc,Hire,100.0,0.0,neutral
812,Data Scientist,"Deep Learning, Python, SQL",2,B.Sc,Reject,45.0,0.0,neutral
813,Data Scientist,"SQL, Python, Machine Learning, Deep Learning",6,M.Tech,Hire,100.0,0.0,neutral
814,AI Researcher,"TensorFlow, Pytorch",6,M.Tech,Hire,100.0,0.0,neutral
815,Cybersecurity Analyst,"Ethical Hacking, Networking",5,M.Tech,Hire,90.0,0.38636000000000004,positive
816,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking",8,MBA,Hire,100.0,0.38636000000000004,positive
817,Software Engineer,"Java, React, SQL",4,PhD,Hire,100.0,0.0,neutral
818,AI Researcher,"TensorFlow, NLP, Pytorch, Python",1,PhD,Reject,55.0,0.0,neutral
819,Data Scientist,"SQL, Machine Learning, Python, Deep Learning",4,B.Sc,Hire,85.0,0.0,neutral
820,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking",4,PhD,Hire,65.0,0.38636000000000004,positive
821,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Linux, Networking",1,B.Sc,Reject,50.0,0.38636000000000004,positive
822,Cybersecurity Analyst,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,Reject,30.0,0.38636000000000004,positive
823,Data Scientist,"SQL, Machine Learning",9,B.Sc,Hire,100.0,0.0,neutral
824,Software Engineer,"Java, C++, React, SQL",10,PhD,Hire,100.0,0.0,neutral
825,Software Engineer,"Java, C++, React, SQL",6,B.Tech,Hire,100.0,0.0,neutral
826,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking",4,MBA,Hire,70.0,0.38636000000000004,positive
827,AI Researcher,"TensorFlow, Python",9,PhD,Hire,100.0,0.0,neutral
828,Software Engineer,"React, SQL",8,M.Tech,Hire,100.0,0.0,neutral
829,AI Researcher,"TensorFlow, NLP, Python",10,M.Tech,Hire,100.0,0.0,neutral
830,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,Hire,85.0,0.38636000000000004,positive
831,AI Researcher,"Pytorch, NLP, Python, TensorFlow",1,MBA,Hire,75.0,0.0,neutral
832,Software Engineer,"React, C++, Java, SQL",6,B.Tech,Hire,100.0,0.0,neutral
833,AI Researcher,"Pytorch, Python",4,M.Tech,Hire,65.0,0.0,neutral
